"tipoVoto","dataRegistroVoto","deputado_.id","deputado_.uri","deputado_.nome","deputado_.siglaPartido","deputado_.uriPartido","deputado_.siglaUf","deputado_.idLegislatura","deputado_.urlFoto","deputado_.email"
"Sim","2023-09-27T21:53:54", 74156,https://dadosabertos.camara.leg.br/api/v2/deputados/74156,Leonardo Monteiro,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,57,https://www.camara.leg.br/internet/deputado/bandep/74156.jpg,dep.leonardomonteiro@camara.leg.br
"Sim","2023-09-27T21:53:30", 74856,https://dadosabertos.camara.leg.br/api/v2/deputados/74856,Laura Carneiro,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/74856.jpg,dep.lauracarneiro@camara.leg.br
"Sim","2023-09-27T21:53:27", 73778,https://dadosabertos.camara.leg.br/api/v2/deputados/73778,Luiz Carlos Hauly,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,PR,57,https://www.camara.leg.br/internet/deputado/bandep/73778.jpg,dep.luizcarloshauly@camara.leg.br
"Obstrução","2023-09-27T21:53:26",220574,https://dadosabertos.camara.leg.br/api/v2/deputados/220574,Cabo Gilberto Silva,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PB,57,https://www.camara.leg.br/internet/deputado/bandep/220574.jpg,dep.cabogilbertosilva@camara.leg.br
"Obstrução","2023-09-27T21:53:18",178910,https://dadosabertos.camara.leg.br/api/v2/deputados/178910,Joaquim Passarinho,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PA,57,https://www.camara.leg.br/internet/deputado/bandep/178910.jpg,dep.joaquimpassarinho@camara.leg.br
"Sim","2023-09-27T21:53:18",220533,https://dadosabertos.camara.leg.br/api/v2/deputados/220533,Prof. Reginaldo Veras,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,DF,57,https://www.camara.leg.br/internet/deputado/bandep/220533.jpg,dep.prof.reginaldoveras@camara.leg.br
"Sim","2023-09-27T21:52:50",204535,https://dadosabertos.camara.leg.br/api/v2/deputados/204535,Sâmia Bomfim,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,SP,57,https://www.camara.leg.br/internet/deputado/bandep/204535.jpg,dep.samiabomfim@camara.leg.br
"Sim","2023-09-27T21:52:36",204361,https://dadosabertos.camara.leg.br/api/v2/deputados/204361,Carlos Chiodini,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,SC,57,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg,NA
"Obstrução","2023-09-27T21:52:13",220547,https://dadosabertos.camara.leg.br/api/v2/deputados/220547,Marcos Pollon,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,MS,57,https://www.camara.leg.br/internet/deputado/bandep/220547.jpg,dep.marcospollon@camara.leg.br
"Sim","2023-09-27T21:52:05",139285,https://dadosabertos.camara.leg.br/api/v2/deputados/139285,Lídice da Mata,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,BA,57,https://www.camara.leg.br/internet/deputado/bandep/139285.jpg,dep.lidicedamata@camara.leg.br
"Sim","2023-09-27T21:52:03",178989,https://dadosabertos.camara.leg.br/api/v2/deputados/178989,Renata Abreu,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,SP,57,https://www.camara.leg.br/internet/deputado/bandep/178989.jpg,NA
"Obstrução","2023-09-27T21:52:01",204374,https://dadosabertos.camara.leg.br/api/v2/deputados/204374,Bia Kicis,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,DF,57,https://www.camara.leg.br/internet/deputado/bandep/204374.jpg,dep.biakicis@camara.leg.br
"Sim","2023-09-27T21:51:20",178895,https://dadosabertos.camara.leg.br/api/v2/deputados/178895,Misael Varella,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,MG,57,https://www.camara.leg.br/internet/deputado/bandep/178895.jpg,dep.misaelvarella@camara.leg.br
"Obstrução","2023-09-27T21:50:49",220545,https://dadosabertos.camara.leg.br/api/v2/deputados/220545,Filipe Martins,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,TO,57,https://www.camara.leg.br/internet/deputado/bandep/220545.jpg,dep.filipemartins@camara.leg.br
"Obstrução","2023-09-27T21:50:44",204455,https://dadosabertos.camara.leg.br/api/v2/deputados/204455,Luiz Lima,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/204455.jpg,dep.luizlima@camara.leg.br
"Sim","2023-09-27T21:50:36",209189,https://dadosabertos.camara.leg.br/api/v2/deputados/209189,Joseildo Ramos,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,57,https://www.camara.leg.br/internet/deputado/bandep/209189.jpg,dep.joseildoramos@camara.leg.br
"Obstrução","2023-09-27T21:50:35",204528,https://dadosabertos.camara.leg.br/api/v2/deputados/204528,Adriana Ventura,NOVO,https://dadosabertos.camara.leg.br/api/v2/partidos/37901,SP,57,https://www.camara.leg.br/internet/deputado/bandep/204528.jpg,dep.adrianaventura@camara.leg.br
"Sim","2023-09-27T21:50:31",220641,https://dadosabertos.camara.leg.br/api/v2/deputados/220641,Rodrigo Gambale,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,SP,57,https://www.camara.leg.br/internet/deputado/bandep/220641.jpg,dep.rodrigogambale@camara.leg.br
"Sim","2023-09-27T21:50:24", 62881,https://dadosabertos.camara.leg.br/api/v2/deputados/62881,Danilo Forte,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,CE,57,https://www.camara.leg.br/internet/deputado/bandep/62881.jpg,dep.daniloforte@camara.leg.br
"Sim","2023-09-27T21:50:12",141431,https://dadosabertos.camara.leg.br/api/v2/deputados/141431,Fernando Coelho Filho,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,PE,57,https://www.camara.leg.br/internet/deputado/bandep/141431.jpg,dep.fernandocoelhofilho@camara.leg.br
