"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2369428,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369428","PRLP",891,2,0,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
2369426,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369426","RPD",332,13,0,"Requerimento de Votação Nominal - PL 2720/2023",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
2369423,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369423","RPD",1000,12,0,"Requerimento de Encerramento da Discussão e do Encaminhamento da Votação - PL 2720/2023",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
2369420,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369420","RPDR",889,11,0,"Requerimento Procedimental Genérico - PL 2720/2023",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
2369419,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369419","DTQ",846,5,0,"Destaque para Votação em Separado - PL 2720/2023",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
2369410,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369410","RPDR",889,10,0,"Requerimento Procedimental Genérico - PL 2720/2023",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
2369411,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369411","PRLP",891,1,0,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
2369399,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369399","RPD",332,9,0,"Requerimento de Votação Nominal",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
2369398,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369398","RPD",328,8,0,"Requerimento de Retirada de Matéria da Pauta - PL 2720/2023",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
2369397,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2369397","RPDR",889,7,0,"Requerimento Procedimental Genérico - PL 2720/2023",2364109,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2364109","PL",139,2720,2023,"Esta Lei tipifica os crimes de discriminação contra pessoas politicamente expostas e altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta.

 NOVA EMENTA: Tipifica crimes de discriminação contra pessoas expostas politicamente, contra pessoas que estejam respondendo a investigação preliminar, a termo circunstanciado, a inquérito ou a qualquer outro procedimento investigatório de infração penal, civil ou administrativa ou contra pessoas que figurem como parte ré de processo judicial em curso; altera a Lei nº 13.506, de 13 de novembro de 2017, para  prescrever os procedimentos a serem adotados pelas instituições financeiras nos casos de negativa de abertura ou manutenção de conta ou de recusa na concessão de crédito; e dá outras providências.","2364109-35"
