"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2402103,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2402103","PRLE",1001,1,0,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
2402081,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2402081","RPDR",889,16,0,"Requerimento Procedimental Genérico - PL 2757/2022",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
2402068,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2402068","RPDR",889,15,0,"Requerimento Procedimental Genérico - PL 2757/2022",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
2402036,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2402036","EMP",870,4,0,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
2401852,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2401852","PRLP",891,4,0,"Altera a Lei nº 11.952, de 25 de junho de 2009, e a Lei nº 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e dá outras providências.",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
2402122,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2402122","PEP",442,1,0,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Airton Faleiro (PT-PA), pela Comissão da Amazônia e dos Povos Originários e Tradicionais, que conclui pela aprovação da Emenda nº 4, com a Subemenda Substitutiva adotada pelo relator da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural e pela rejeição das Emendas nºs 1, 2 e 3.",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
2402130,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2402130","PEP",442,1,0,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Airton Faleiro (PT-PA), pela Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural, que conclui pela aprovação da Emenda nº 4, com a Subemenda Substitutiva apresentada, e pela rejeição das Emendas nºs 1, 2 e 3.",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
2402133,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2402133","PEP",442,1,0,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Airton Faleiro (PT-PA), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela aprovação da Emenda nº 4, com a Subemenda Substitutiva apresentada pelo relator da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural e pela rejeição das Emendas nºs 1, 2 e 3.",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
2402071,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2402071","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Airton Faleiro (PT-PA), pela Comissão da Amazônia e dos Povos Originários e Tradicionais, que conclui pela aprovação.",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
2402072,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2402072","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Airton Faleiro (PT-PA), pela Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural, que conclui pela aprovação, na forma do Substitutivo apresentado.",2344909,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2344909","PL",139,2757,2022,"Altera a Lei nº 11.952, de 25 de junho de 2009, para determinar a extinção das cláusulas resolutivas constantes de títulos de domínio expedidos anteriormente a 10 de outubro de 1997.  NOVA EMENTA: Altera as Leis nºs 11.952, de 25 de junho de 2009, e 8.629, de 25 de fevereiro de 1993, para dispor sobre a extinção de cláusulas resolutivas constantes de títulos fundiários, e a Lei nº 13.465, de 11 de julho de 2017.","2344909-65"
